feature,Neutral mass (Da),mz,Charge,rt,Chromatographic peak width (min),Identifications,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%
1.01_102.0345m/z,,102.034534241733,1,60.868000000000194,0.200083333333333,0,Infinity,3,Z,100,221.386222469479,21.24
1.00_140.0693m/z,,140.069264937989,1,59.83900000000002,0.0971833333333334,0,Infinity,4,Z,100,149.523698609429,9.40
1.01_181.0289m/z,,181.028878371424,1,60.868000000000194,0.234383333333333,0,Infinity,3,Z,100,344.421676158214,17.05
1.06_254.8237m/z,,254.823652194797,1,63.612,0.114333333333333,0,Infinity,4,Z,100,213.181213049656,12.78
1.09_118.0869m/z,,118.086914004672,1,65.67,0.165783333333333,0,Infinity,4,Z,100,272.515053274776,14.21
1.09_446.9246n,446.924553723159,447.931830155159,1,65.67,0.1715,0,Infinity,3,Z,100,1242.0998678902,7.36
1.08_135.0035m/z,,135.003549435996,1,64.641,0.12005,0,Infinity,3,Z,100,295.510109353723,3.86
1.06_430.6965m/z,,430.696473034481,1,63.612,0.114333333333333,0,Infinity,4,Z,100,300.821795172478,25.57
1.08_162.1131m/z,,162.113059971386,1,64.641,0.302983333333333,0,Infinity,1,Z,100,1296.75586486893,5.67
1.00_104.1077m/z,,104.107694740715,1,59.83900000000002,0.148633333333333,0,Infinity,1,Z,100,288.726935124583,7.49
0.96_525.8667n,525.866672144837,526.873948576837,1,57.78100000000002,0.0686000000000001,0,Infinity,4,Z,100,550.608398817999,6.44
0.96_396.7827m/z,,396.782676497056,1,57.78100000000002,0.114333333333333,0,Infinity,4,Z,100,316.669194429006,19.01
0.96_280.8654m/z,,280.865396766739,1,57.78100000000002,0.0971833333333334,0,Infinity,4,Z,100,218.374247785265,6.91
0.96_230.9384m/z,,230.938439781039,1,57.78100000000002,0.0686000000000001,0,Infinity,4,Z,100,179.737541363081,26.81
0.96_485.9194n,485.919360151514,468.916071901514,1,57.78100000000002,0.0686000000000001,0,Infinity,4,Z,100,563.182817434497,9.96
0.96_548.9212m/z,,548.921214915474,1,57.78100000000002,0.0686000000000001,0,Infinity,SCQC,Z,100,313.766264553614,10.93
0.98_191.0409m/z,,191.040938097792,1,58.81000000000002,0.165783333333333,0,Infinity,4,Z,100,526.114796292508,8.76
1.00_114.0670m/z,,114.066952810788,1,59.83900000000002,0.148633333333333,0,Infinity,SCQC,Z,100,252.659690223143,4.98
0.98_203.0532m/z,,203.053214254022,1,58.81000000000002,0.405866666666667,0,Infinity,1,Z,100 - 6.07,11307.9017152881,3.65
0.96_80.9481m/z,,80.9480824117969,1,57.78100000000002,0.114333333333333,0,Infinity,4,Z,100,88.7305431099601,20.00
0.96_642.7938m/z,,642.793791173671,1,57.78100000000002,0.0514500000000001,0,Infinity,SCQC,Z,100,218.239379356869,11.89
0.91_515.0070m/z,,515.006964488347,1,54.69400000000002,0.1029,0,Infinity,1,Z,100 - 8.78,1090.42696698705,14.79
0.11_89.5076m/z,,89.50755565821,1,6.33400000000002,0.8746,0,Infinity,SCQC,Z,100,6908.01308960625,11.58
0.11_97.5152m/z,,97.5151694013851,1,6.33400000000002,0.806,0,Infinity,SCQC,Z,100,713.218192443342,39.19
0.09_478.8655m/z,,478.865466074281,1,5.3050000000000015,0.257233333333333,0,Infinity,SCQC,Z,100,440.415681825361,65.71
0.09_165.9837m/z,,165.98370969799,1,5.3050000000000015,0.8746,0,Infinity,SCQC,Z,100,5330.10505657443,9.29
0.09_288.9093m/z,,288.909257053754,1,5.3050000000000015,0.668816666666667,0,Infinity,SCQC,Z,100,1463.19455900641,31.06
0.14_110.0211m/z,,110.021109170078,2,8.39200000000002,0.9089,0,Infinity,SCQC,Z,100 - 10.5,12514.5126168507,7.08
0.84_313.9638m/z,,313.963751100021,1,50.57800000000002,0.1029,0,Infinity,SCQC,Z,100 - 8.14,2679.1431902319,6.70
0.88_200.0238m/z,,200.023788168783,1,52.63600000000002,0.1715,0,Infinity,SCQC,Z,100 - 7.49 - 1.68,25232.6086765317,5.44
0.47_99.0141m/z,,99.0140946801462,1,27.942,0.8746,0,Infinity,SCQC,Z,100,2124.60439830615,7.77
0.17_159.9709m/z,,159.97086161008,1,10.449,0.82315,0,Infinity,SCQC,Z,100,1763.00882392955,9.55
0.28_188.9726m/z,,188.972586498229,1,16.623,0.82315,0,Infinity,SCQC,Z,100,1836.08056035434,12.44
0.07_315.9199m/z,,315.919866452411,1,4.276000000000002,0.497316666666667,0,Infinity,SCQC,Z,100,1128.70174163837,54.49
0.07_152.9726n,152.972615721845,153.979892153845,1,4.276000000000002,0.89175,0,Infinity,SCQC,Z,100 - 3.38,34440.6919897116,8.60
0.04_196.9876m/z,,196.987595089575,1,2.218000000000002,0.1029,0,Infinity,4,Z,100 - 3.73,3700.09484821557,122.29
0.04_198.0040m/z,,198.003991426242,1,2.218000000000002,0.05145,0,Infinity,SCQC,Z,100 - 32.7,2367.96719423675,10.87
0.04_214.9885m/z,,214.988498474134,1,2.218000000000002,0.668816666666667,0,Infinity,SCQC,SV,100 - 40.9 - 4.58,103632.368124327,9.34
0.04_346.9395n,346.939483128029,329.936194878029,1,2.218000000000002,0.89175,0,Infinity,SCQC,Z,100 - 13.2 - 5.46,64319.4756236455,7.57
0.04_346.9386m/z,,346.938571067444,1,2.218000000000002,0.85745,0,Infinity,SCQC,Z,93.6 - 100 - 31.9,14441.6158650027,9.83
0.07_127.9672m/z,,127.967235829819,1,4.276000000000002,0.8403,0,Infinity,SCQC,Z,100,1504.63276223689,6.32
0.07_130.9668m/z,,130.966800462935,1,4.276000000000002,0.565916666666667,0,Infinity,SCQC,Z,100,776.541594311807,34.57
0.07_420.8591m/z,,420.85909508604,1,4.276000000000002,0.75455,0,Infinity,SCQC,Z,100,6234.41723328004,0.93
0.04_167.9809m/z,,167.980922751749,1,2.218000000000002,0.8746,0,Infinity,SCQC,Z,100 - 57.6,6293.47492908409,8.56
0.07_419.8524m/z,,419.852440700877,1,4.276000000000002,0.85745,0,Infinity,SCQC,Z,100,5490.33920693947,12.08
0.88_297.9914m/z,,297.991428481817,1,52.63600000000002,0.12005,0,Infinity,3,Z,100 - 9.75 - 4.57,5452.87128523844,2.82
0.89_73.5324m/z,,73.5324240437948,2,53.66500000000002,0.08575,0,Infinity,3,Z,100 - 6.05,373.335117218039,5.18
0.89_61.0076m/z,,61.0076232195579,1,53.66500000000002,0.0686,0,Infinity,3,Z,100,246.960401575975,3.56
0.89_82.5378m/z,,82.537805315346,2,53.66500000000002,0.12005,0,Infinity,3,Z,100 - 6.32,659.383467656966,4.25
0.89_81.5216m/z,,81.5216436120156,2,53.66500000000002,0.12005,0,Infinity,SCQC,Z,100 - 11.8,4425.35342788163,4.03
0.89_165.0518m/z,,165.051799569774,1,53.66500000000002,0.12005,0,Infinity,3,Z,100 - 19 - 15.4,6421.5783216789,3.03
0.89_87.0165n,87.0164596028684,70.0131713528684,1,53.66500000000002,0.08575,0,Infinity,SCQC,Z,100,533.578715038904,10.31
0.91_90.5270m/z,,90.5269737253378,2,54.69400000000002,0.1372,0,Infinity,SCQC,Z,100 - 6.39,2294.68489960807,5.22
0.91_102.0350m/z,,102.035000782231,2,54.69400000000002,0.1372,0,Infinity,SCQC,Z,100 - 7,1980.14083174987,4.56
0.91_293.0984m/z,,293.09844000989,1,54.69400000000002,0.05145,0,Infinity,3,Z,100 - 12.6,2817.10432842553,15.90
0.89_94.0460m/z,,94.0460210263082,1,53.66500000000002,0.1029,0,Infinity,3,Z,100,312.384527523317,4.81
0.89_177.0080m/z,,177.008030699399,1,53.66500000000002,0.08575,0,Infinity,SCQC,Z,100,208.869203046976,8.50
0.88_83.5191m/z,,83.5190831166396,1,52.63600000000002,0.0686,0,Infinity,3,Z,100,107.402528567061,10.16
0.88_474.9752m/z,,474.975248594215,1,52.63600000000002,0.0686,0,Infinity,3,Z,100 - 8.49,966.797443739623,3.67
0.88_375.9990n,375.999046722966,414.953995413977,1,52.63600000000002,0.0686,0,Infinity,3,Z,100 - 3.47,889.799461346075,3.19
0.88_315.9792n,315.979186543475,316.986462975475,1,52.63600000000002,0.1029,0,Infinity,SCQC,Z,100 - 7.26,2327.7071666355,2.31
0.88_159.0392n,159.039203168711,124.025350228711,1,52.63600000000002,0.12005,0,Infinity,3,Z,100 - 13.6 - 10.8,6564.17173344062,4.17
0.88_218.0020n,218.002009730111,219.020569504427,1,52.63600000000002,0.320133333333333,0,Infinity,3,Z,100 - 4.26 - 4.6,6061.71389580532,4.93
0.88_533.9777n,533.977744458403,572.942397526791,1,52.63600000000002,0.0686,0,Infinity,3,Z,100 - 6.88,1178.38262131905,5.62
0.88_455.9807m/z,,455.980687793443,1,52.63600000000002,0.05145,0,Infinity,3,Z,100,543.187873119525,1.85
0.88_301.0088m/z,,301.008786218558,1,52.63600000000002,0.05145,0,Infinity,3,Z,100,378.957483789738,7.37
0.88_158.0550n,158.055041574747,181.029509105151,1,52.63600000000002,0.15435,0,Infinity,SCQC,Z,100 - 7.24 - 0.926,13169.3284755033,3.94
0.88_243.0459n,243.045928798714,301.98677244216,1,52.63600000000002,0.0686,0,Infinity,3,Z,100 - 17.5,793.546845108142,4.08
0.88_98.9763m/z,,98.9763492346948,1,52.63600000000002,0.1029,0,Infinity,3,Z,100,1546.98821591416,3.40
5.67_613.8095m/z,,613.809536829462,1,340.059,0.0685833333333337,0,Infinity,3,Z,100,362.558222145734,8.37
5.68_456.2593m/z,,456.259347922257,3,341.0869999999998,0.120033333333334,0,Infinity,3,Z,100 - 71.7,889.609110920349,7.67
5.68_481.2682m/z,,481.268243588386,3,341.0869999999998,0.120033333333334,0,Infinity,3,Z,100 - 67.4 - 6.41,1000.38896158874,6.88
5.31_313.1545m/z,,313.15447638711,1,318.4510000000002,0.137183333333334,0,Infinity,SCQC,Z,100 - 12.7,1451.91378199256,5.42
5.58_1210.6481n,1210.64807936225,404.556636219417,3,334.914,0.205783333333334,0,Infinity,3,Z,100 - 65.8 - 21.6 - 4.13,11608.9262859297,6.86
5.58_488.3188m/z,,488.318793606877,1,334.914,0.0686,0,Infinity,3,Z,100,321.006891557863,5.72
5.92_792.2033m/z,,792.203304676977,1,355.4929999999998,0.08575,0,Infinity,4,Z,100,661.818144188027,18.48
6.07_723.0307m/z,,723.03068970993,3,364.4110000000002,0.120033333333334,0,Infinity,3,Z,75.6 - 100 - 51.2 - 8.28,2074.65740961609,4.61
6.09_556.2765m/z,,556.276493521064,1,365.4400000000002,0.171483333333334,0,Infinity,SCQC,Z,100 - 30.7,5581.6710138171,4.25
5.89_471.7380m/z,,471.737960972623,2,353.43499999999983,0.165783333333333,0,Infinity,QC,Z,100 - 47.2 - 7.32,2120.8794252757,6.74
5.92_792.0018m/z,,792.001822017528,1,355.4929999999998,0.131483333333333,0,Infinity,4,Z,100,869.382438884095,10.28
5.92_791.8017m/z,,791.801659157531,1,355.4929999999998,0.1029,0,Infinity,4,Z,100,715.649577921745,15.38
4.39_290.1378m/z,,290.137810171938,1,263.2300000000002,0.1372,0,Infinity,4,Z,100 - 2.87,540.222964062347,18.18
4.52_329.9349m/z,,329.934923632766,1,271.461,0.154333333333334,0,Infinity,SCQC,Z,100,1518.63572574496,12.35
4.56_324.9934m/z,,324.993440968484,1,273.519,0.12005,0,Infinity,2,Z,100,374.352896919456,6.48
3.98_248.0695m/z,,248.069509011862,1,238.87800000000001,0.217233333333334,0,Infinity,3,Z,100 - 5.45,3037.35835678545,6.46
4.06_371.6796m/z,,371.679631832226,2,243.6799999999998,0.1372,0,Infinity,3,Z,100 - 35.2,1273.01783926795,7.64
4.15_245.1850m/z,,245.185016462596,1,248.82499999999982,0.0685833333333328,0,Infinity,3,Z,100,185.805717349586,8.71
4.94_549.7866m/z,,549.786577421612,2,296.15599999999984,0.114333333333333,0,Infinity,3,Z,100 - 47 - 3.3,1127.7188166382,10.26
4.95_354.1932m/z,,354.193209562401,3,297.18499999999983,0.182933333333333,0,Infinity,3,Z,100 - 58.7 - 13.5,2338.41896702325,10.06
4.99_475.2698m/z,,475.269834218341,3,299.2429999999998,0.0800333333333327,0,Infinity,3,Z,100 - 70.8,381.833884519489,10.90
4.82_340.1760m/z,,340.175991373091,1,288.954,0.205783333333334,0,Infinity,SCQC,Z,100 - 18.9,4880.74969574177,4.68
4.88_531.7556m/z,,531.755636912044,2,293.0689999999998,0.1029,0,Infinity,3,Z,100 - 40.8,563.966677426571,5.01
4.90_329.9345m/z,,329.93448402569,1,294.0979999999998,0.320116666666666,0,Infinity,B,Z,100,2498.38664409299,13.59
6.26_631.0112m/z,,631.011178175529,3,375.729,0.12005,0,Infinity,3,Z,100 - 95.2 - 41.2 - 4.97,1863.96028732723,7.97
8.62_1115.0588m/z,,1115.05877638201,1,517.0390000000001,0.154350000000001,0,Infinity,2,Z,100,1128.31601374917,25.07
8.63_585.2713m/z,,585.271270310332,1,518.0680000000002,0.274383333333335,0,Infinity,1,Z,100 - 35.8 - 5.07,10232.0951147529,4.26
8.63_1115.1839m/z,,1115.18394956983,2,518.0680000000002,0.188649999999999,0,Infinity,2,Z,100 - 12,1978.54554715716,32.79
8.53_246.2430m/z,,246.243015136955,1,511.89400000000023,0.0857500000000009,0,Infinity,QC,Z,100,156.935653516958,9.32
8.53_314.2322m/z,,314.232151867032,1,511.89400000000023,0.0686,0,Infinity,3,Z,100,107.472928912725,18.99
8.62_1115.3096m/z,,1115.30955883778,1,517.0390000000001,0.1715,0,Infinity,2,Z,100,1848.04617639164,20.34
8.91_817.5822m/z,,817.582190246846,1,534.531,0.0514500000000009,0,Infinity,SCQC,Z,100,286.071739171607,11.25
8.96_414.3002m/z,,414.300178511397,1,537.618,0.131483333333332,0,Infinity,3,Z,100 - 11.9,711.655353726281,8.22
8.96_432.3109m/z,,432.310944569964,1,537.618,0.0800333333333327,0,Infinity,3,Z,100,356.892173905267,4.90
8.63_1115.4352m/z,,1115.4352069806,1,518.0680000000002,0.1715,0,Infinity,2,Z,100,1589.63648409942,23.50
8.63_1115.5595m/z,,1115.55948632044,1,518.0680000000002,0.1372,0,Infinity,2,Z,100,988.206297140043,36.80
8.91_372.2662n,372.266238383055,355.262950133055,1,534.531,0.165783333333332,0,Infinity,SCQC,Z,100 - 19.7,3783.50050182783,3.63
7.00_205.1229m/z,,205.122870492536,1,419.9740000000002,0.131483333333334,0,Infinity,2,Z,100,384.871866237327,11.11
7.05_110.0208m/z,,110.020793743616,2,422.718,6.20803333333333,0,Infinity,SV,Z,100 - 9.97,112101.45257582,5.44
7.08_354.1287m/z,,354.128743064599,1,424.776,0.08575,0,Infinity,4,Z,100 - 7.06,366.980495275067,11.94
6.30_528.2794m/z,,528.279373068296,2,377.78700000000003,0.205783333333334,0,Infinity,3,Z,100 - 58.4 - 18.2 - 2.51,8733.81572614505,6.45
6.45_182.0717n,182.071710131678,183.078986563678,1,387.048,0.154333333333334,0,Infinity,SCQC,Z,100,1107.51438659294,4.50
6.45_98.9852m/z,,98.9851837544466,1,387.048,0.120033333333334,0,Infinity,SCQC,Z,100,343.669033844587,9.12
7.17_351.0528m/z,,351.052795009335,1,429.921,0.08575,0,Infinity,2,Z,100,367.376755309925,5.18
8.22_223.0969m/z,,223.096906167461,1,493.3729999999998,0.0686,0,Infinity,1,Z,100,181.710920925672,12.32
8.50_616.2542n,616.254210330253,617.260954295021,1,509.8360000000002,0.0857500000000009,0,Infinity,3,Z,100 - 22.7,1552.02083757751,5.82
7.15_527.1362m/z,,527.136160284501,1,428.892,0.05145,0,Infinity,2,Z,100,281.675452315216,13.18
7.17_219.1018m/z,,219.101774545035,1,429.921,0.1372,0,Infinity,2,Z,100,774.236863412465,4.73
7.17_191.1071m/z,,191.10707501377,1,429.921,0.0686,0,Infinity,2,Z,100,221.517356843067,12.70
1.47_120.0815m/z,,120.081541404767,1,88.30699999999979,0.291533333333333,0,Infinity,SCQC,Z,100 - 7.06,3659.4322109335,4.34
1.47_166.0868m/z,,166.086818646591,1,88.30699999999979,0.274383333333333,0,Infinity,QC,Z,100 - 7.57,3458.25252415346,3.78
1.35_500.9750m/z,,500.974977362129,1,81.1039999999998,0.754566666666667,0,Infinity,3,Z,100 - 19.8,10108.6992144392,3.02
1.27_691.0092m/z,,691.009200468828,1,75.96000000000001,0.222933333333333,0,Infinity,3,Z,100 - 26.3,2611.98757079196,12.41
1.32_131.9306m/z,,131.930589353775,1,79.0459999999998,0.394433333333333,0,Infinity,SCQC,Z,100,1199.85222780376,16.86
1.47_103.0548m/z,,103.054814200257,1,88.30699999999979,0.15435,0,Infinity,QC,Z,100,418.294751285492,2.81
1.95_152.0707m/z,,152.070710297109,1,117.1180000000002,0.0857333333333334,0,Infinity,2,Z,100,185.595028702879,20.17
1.97_181.0720m/z,,181.071976529587,1,118.14700000000019,0.131483333333333,0,Infinity,2,Z,100,433.534125278567,11.53
1.68_167.9801m/z,,167.980099479697,1,100.6540000000002,3.78998333333333,0,Infinity,SV,Z,100,11766.5754068824,9.39
1.51_181.0722m/z,,181.072192782046,1,90.36499999999981,0.1029,0,Infinity,2,Z,100,283.825527464521,9.28
1.66_215.0241m/z,,215.024132454959,1,99.6259999999998,0.188633333333333,0,Infinity,SCQC,Z,100,1290.74060668871,10.94
1.27_346.0090m/z,,346.008982147103,1,75.96000000000001,0.651666666666667,0,Infinity,3,Z,100 - 10.4,13919.7812073219,9.21
1.13_182.0815m/z,,182.08149969762,1,67.72800000000001,0.22295,0,Infinity,SCQC,Z,100,606.131822765875,5.24
1.13_293.0975m/z,,293.097491351692,1,67.72800000000001,0.274383333333333,0,Infinity,3,Z,100,1233.51025055146,30.07
1.11_389.9732m/z,,389.973240522073,1,66.699,0.388716666666667,0,Infinity,3,Z,100 - 5.46,3986.9355278623,6.50
1.09_315.0795m/z,,315.07954545807,1,65.67,0.1715,0,Infinity,3,Z,100,702.998170578322,29.46
1.09_236.9980m/z,,236.997963768252,1,65.67,0.182933333333333,0,Infinity,3,Z,100,576.06047924863,10.99
1.13_130.0506m/z,,130.050563763004,1,67.72800000000001,0.165783333333333,0,Infinity,4,Z,100,197.757472581701,14.72
1.23_86.0969m/z,,86.0969037472304,1,73.902,0.0857333333333334,0,Infinity,3,Z,100,157.380802109949,5.96
1.23_295.0102m/z,,295.010216477029,1,73.902,0.308683333333333,0,Infinity,SCQC,Z,100,686.682483137075,38.10
1.20_270.9650m/z,,270.965006404227,1,71.844,0.371566666666667,0,Infinity,1,Z,100,1029.13645952724,7.60
1.15_165.0542m/z,,165.05421279943,1,68.757,0.1715,0,Infinity,3,Z,100,213.247084893647,9.23
1.16_367.9911m/z,,367.991061755453,1,69.786,0.274383333333333,0,Infinity,3,Z,100 - 8.21,2335.57887703696,5.34
3.96_255.6550m/z,,255.65504358445,2,237.849,0.114333333333334,0,Infinity,3,Z,100 - 11.1,383.313835775838,8.12
2.12_351.5253m/z,,351.525335305065,3,127.065,0.154333333333333,0,Infinity,3,Z,100 - 40.8,952.04409125295,8.90
2.51_267.0421m/z,,267.042135628369,1,150.7309999999998,0.12005,0,Infinity,QC,Z,100,208.656642761562,7.52
2.07_159.0919m/z,,159.091897458724,1,123.97800000000001,0.120033333333333,0,Infinity,QC,Z,100,208.943199169227,4.36
2.07_319.0369m/z,,319.036903095145,1,123.97800000000001,0.137183333333333,0,Infinity,SCQC,Z,100,393.821865695556,9.17
2.07_143.0730m/z,,143.073046670241,1,123.97800000000001,0.08575,0,Infinity,QC,Z,100,115.989608190785,8.55
3.04_195.0877m/z,,195.087650389826,1,182.2849999999998,0.200083333333333,0,Infinity,2,Z,100 - 2.34,1434.2518014661,11.10
3.96_334.6896m/z,,334.689608992096,2,237.849,0.182933333333334,0,Infinity,3,Z,100 - 31.2,1801.21162496353,8.07
3.96_352.8648m/z,,352.864816882339,3,237.849,0.165783333333334,0,Infinity,3,Z,100 - 49.9 - 5.99,1489.67879294261,10.76
3.96_421.2545m/z,,421.254523776239,1,237.849,0.131483333333334,0,Infinity,3,Z,100 - 18.7,837.860927231289,9.80
3.21_244.6636m/z,,244.66359119973,2,192.57499999999982,0.12005,0,Infinity,3,Z,100 - 8.9,437.253875400931,8.28
3.81_415.1950m/z,,415.194974216348,2,228.588,0.08575,0,Infinity,3,Z,100 - 29.8,494.355890364845,10.84
3.93_501.2531m/z,,501.253116939016,3,235.791,0.08575,0,Infinity,3,Z,100 - 55.2,517.185678242697,14.30
2.07_163.0637n,163.06373949123,205.097205286598,1,123.97800000000001,0.268683333333333,0,Infinity,QC,Z,100 - 8.47,3901.26026385278,3.63
2.07_144.0811m/z,,144.081083628877,1,123.97800000000001,0.154333333333333,0,Infinity,QC,Z,100,523.636497908468,5.41
2.03_329.9352m/z,,329.935177246223,1,121.92,0.148633333333333,0,Infinity,SV,Z,100 - 1.36,18880.3709150917,12.00
2.03_99.5129m/z,,99.5128705694431,1,121.92,4.4188,0,Infinity,SV,Z,100,10879.0099054642,0.38
2.08_117.0578m/z,,117.057760995263,1,125.007,0.0686,0,Infinity,QC,Z,100,86.6664104784395,10.89
2.07_187.0636n,187.063597134499,188.071010998393,1,123.97800000000001,0.388716666666667,0,Infinity,QC,Z,100 - 11.5,11130.7775662835,5.08
15.11_519.3719m/z,,519.371866089251,1,906.670999999998,0.154333333333334,0,525.644259050462,Z,B,100 - 16.3,10717.3381811659,10.87
9.90_415.2122m/z,,415.212152085974,1,593.868,0.320116666666667,0,237.900496688666,QC,SV,100 - 25.1 - 3.05,14135.4484344367,4.37
0.88_140.0032m/z,,140.00315392533,1,52.63600000000002,0.1372,0,165.692151546924,3,Z,100 - 4.68 - 0.616,28267.255825161,3.30
15.11_474.3138m/z,,474.313805540569,1,906.670999999998,0.0857499999999991,0,85.333340158992,Z,B,100,2867.2414352007,10.07
18.03_340.3575m/z,,340.357462372914,1,1081.5940000000019,0.371583333333334,0,82.4026980748761,3,SSS,100 - 4.6,990.298479460443,6.52
0.04_146.9891n,146.989080668022,169.978301348022,1,2.218000000000002,0.9089,0,27.0135511231334,SCQC,Z,100 - 6.62 - 8.39,57218.152971203,8.36
0.07_172.9788n,172.978773552713,155.975485302713,1,4.276000000000002,0.92605,0,23.3300290366131,SCQC,Z,100 - 7.37,412792.331941676,7.80
0.04_128.9518m/z,,128.951819683042,1,2.218000000000002,0.9089,0,19.5273827068857,SCQC,Z,100 - 9.21,32089.2221272017,7.96
14.95_271.2750m/z,,271.275023103029,1,896.7239999999999,0.0514500000000009,0,18.6945052284643,Z,B,100,682.643208503666,9.25
2.03_128.9514m/z,,128.951362613071,1,121.92,0.81745,0,17.1579021716083,SV,Z,100 - 1.08,33648.240655592,4.23
0.26_207.9914n,207.991360255596,172.977507315596,1,15.594000000000001,0.9089,0,13.7119146773452,SCQC,Z,100,11224.2395949957,7.00
0.07_148.9785n,148.978502642004,113.964649702004,1,4.276000000000002,0.89175,0,13.5476931212293,SCQC,Z,100 - 11.6,24552.5748249906,8.94
0.88_120.0344n,120.034400195697,184.046367340167,1,52.63600000000002,0.1372,0,12.6603700249915,3,SV,100 - 13.4 - 17.7,10410.9733138995,4.12
2.03_169.9776m/z,,169.977648694684,1,121.92,3.57848333333333,0,11.2017422785849,SV,Z,100 - 6.48 - 9.18,119011.869080918,2.79
16.77_337.3341n,337.334067696464,338.341344128464,1,1006.135999999998,0.405883333333332,0,9.90344078555354,SCQC,SSS,100 - 18.3 - 0.363,5854.06001305772,9.29
16.49_416.3734m/z,,416.373373153225,1,989.673,0.377283333333331,0,6.88694473440152,SCQC,3,100 - 15.7,4204.5189305982,2.40
15.42_194.1182m/z,,194.118207900318,1,925.1920000000019,1.17758333333333,0,5.59922454116296,Z,2,100,4716.59581272337,8.09
11.89_205.0866m/z,,205.086625371222,1,713.569999999998,0.148633333333333,0,5.22260401251954,SCQC,Z,100,638.686918129149,4.31
17.12_164.1438m/z,,164.14383631146,1,1027.402000000002,0.971799999999998,0,4.89279017303764,Z,2,100 - 1.49,26655.6845786881,0.39
11.89_279.1596m/z,,279.159602981004,1,713.569999999998,0.217233333333333,0,4.61962023334634,SCQC,Z,100 - 4.69,1845.90680423754,3.65
17.24_135.1046m/z,,135.104573230567,1,1034.604,2.49236666666667,0,4.26466263200721,Z,2,100,5486.14988836412,6.35
11.34_131.5345m/z,,131.534479886498,1,680.6429999999999,0.257233333333334,0,3.54555054955068,Z,2,100 - 1.34,1360.70349585129,4.32
17.14_150.1284m/z,,150.128384008369,1,1028.4310000000019,3.66425,0,3.43606650770415,Z,2,100 - 9.07,107565.102782117,0.69
12.49_131.5345m/z,,131.53453219041,1,749.239999999998,1.16043333333333,0,3.24012048966925,SV,Z,100 - 21.8,9749.91506759352,2.86
17.19_136.1127m/z,,136.112711876568,1,1031.518000000002,2.25228333333333,0,3.15354926214749,Z,2,100 - 8.53,42645.5689520514,4.36
17.16_178.1595m/z,,178.15953444159,1,1029.4600000000019,3.28696666666666,0,2.91913922559117,Z,2,100 - 11.6,104155.700338644,3.53
17.50_124.0878m/z,,124.087769861033,1,1050.039,1.50343333333333,0,2.89446298030745,Z,2,100 - 2.07,131277.541838835,5.03
18.46_663.4549m/z,,663.454880275273,1,1107.318,0.685966666666669,0,2.8768404601547,SCQC,2,100 - 28.5,7206.74377489991,4.10
12.01_111.0212m/z,,111.021187615352,2,720.430000000002,1.16043333333333,0,2.67195436254045,SV,2,100 - 10.3,30513.4867520859,5.01
17.50_138.1033m/z,,138.103253456274,1,1050.039,1.39481666666667,0,2.26283401286308,Z,2,100,4424.85415701926,3.06
